Time,JUNCTION-16,JUNCTION-20,JUNCTION-30,JUNCTION-45,JUNCTION-90
5.007807402760040549e-01,2.633543298798004457e+02,2.633575654611199752e+02,2.641051548199106946e+02,3.539470357131138485e+02,2.640412619888621180e+02
5.057885476787641332e-01,2.633543298781806925e+02,2.633575654609715571e+02,2.641051548327348542e+02,3.539470357040006547e+02,2.640412617393863002e+02
5.107963550815242115e-01,2.633543296192328853e+02,2.633575654609816183e+02,2.641051548446320112e+02,3.539470356655340311e+02,2.640412616062003508e+02
5.158041624842841788e-01,2.633543296202886381e+02,2.633575654082729329e+02,2.641051548574271806e+02,3.539470355378928730e+02,2.640412621537374207e+02
5.208119698870442571e-01,2.633543295565175413e+02,2.633575654082821984e+02,2.641051548692966549e+02,3.539470363455394590e+02,2.640412618520634851e+02
5.258197772898043354e-01,2.633543291733261071e+02,2.633575654081366224e+02,2.641051548820619814e+02,3.539470363347030570e+02,2.640412615828376488e+02
5.308275846925643027e-01,2.633543289715649962e+02,2.633575653998755115e+02,2.641051548939031477e+02,3.539470363244373061e+02,2.640412618255535335e+02
5.358353920953243810e-01,2.633543289747984772e+02,2.633575653997309018e+02,2.641051549066390294e+02,3.539470363332498550e+02,2.640412638402912648e+02
5.408431994980844593e-01,2.633543282903798399e+02,2.633575653997427821e+02,2.641051549184520013e+02,3.539470363230703924e+02,2.640412648542775855e+02
5.458510069008444265e-01,2.633543282906330205e+02,2.633575654802555732e+02,2.641051552022636315e+02,3.539470363219078877e+02,2.640412651060186704e+02
5.508588143036045048e-01,2.633543265959567634e+02,2.633575654802693862e+02,2.641051552140498870e+02,3.539470363118828686e+02,2.640412654403247075e+02
5.558666217063645831e-01,2.633543265599023471e+02,2.633575654801343831e+02,2.641051552267250599e+02,3.539470370573300215e+02,2.640412645014128543e+02
5.608744291091245504e-01,2.633543268506170421e+02,2.633575654801485371e+02,2.641051552384826095e+02,3.539470369159139409e+02,2.640412650431150610e+02
5.658822365118846287e-01,2.633543268503184436e+02,2.633575654800138750e+02,2.641051551748344650e+02,3.539470369215604251e+02,2.640412653544421460e+02
5.708900439146447070e-01,2.633543267519675624e+02,2.633575654800277448e+02,2.641051551865655256e+02,3.539470379792371091e+02,2.640412653207218341e+02
5.758978513174046743e-01,2.633543267517302411e+02,2.633575654778580315e+02,2.641051551085093365e+02,3.539470379688740422e+02,2.640412648579509209e+02
5.809056587201647526e-01,2.633543265805139981e+02,2.633575654778742319e+02,2.641051551202117480e+02,3.539470379593280995e+02,2.640412636399827875e+02
5.859134661229248309e-01,2.633543265745362305e+02,2.633575654777410477e+02,2.641051551327984726e+02,3.539470380444651028e+02,2.640412639199033720e+02
5.909212735256847981e-01,2.633543273839270569e+02,2.633575654934400063e+02,2.641051551444734855e+02,3.539470380353043879e+02,2.640412637119833903e+02
5.959290809284448764e-01,2.633543290175507536e+02,2.633575654933026726e+02,2.641051551570315041e+02,3.539470380545475905e+02,2.640412625118959227e+02
6.009368883312049547e-01,2.633543289447570714e+02,2.633575654933145529e+02,2.641051551686787207e+02,3.539470380457120768e+02,2.640412627525320772e+02
6.059446957339649220e-01,2.633543289453406828e+02,2.633575654985222627e+02,2.641051551812078060e+02,3.539470380366241216e+02,2.640412636249858451e+02
6.109525031367250003e-01,2.633543290104502148e+02,2.633575654985348251e+02,2.641051551928270555e+02,3.539470381258881275e+02,2.640412636151846186e+02
6.159603105394850786e-01,2.633543290096127976e+02,2.633575656093973407e+02,2.641051554041230816e+02,3.539470382186975144e+02,2.640412631613982057e+02
6.209681179422450459e-01,2.633543287880255548e+02,2.633575656094101305e+02,2.641051553296120460e+02,3.539470377998197250e+02,2.640412627835156059e+02
6.259759253450051242e-01,2.633543288108116940e+02,2.633575656092672261e+02,2.641051553420832647e+02,3.539470377902990776e+02,2.640412617780651203e+02
6.309837327477652025e-01,2.633543289136433714e+02,2.633575646298961601e+02,2.641051553536483425e+02,3.539470377815172242e+02,2.640412605913580819e+02
6.359915401505251698e-01,2.633543289590023733e+02,2.633575645922095418e+02,2.641051553888462990e+02,3.539470377336160709e+02,2.640412605473465533e+02
6.409993475532852480e-01,2.633543290064091025e+02,2.633575642465738156e+02,2.641051554540389930e+02,3.539470377247298529e+02,2.640412614286196913e+02
6.460071549560453263e-01,2.633543290062347637e+02,2.633575642231796223e+02,2.641051547339299646e+02,3.539470376887441603e+02,2.640412630035067423e+02
6.510149623588052936e-01,2.633543288980387729e+02,2.633575642218243047e+02,2.641051548152445321e+02,3.539470359331799045e+02,2.640412627438566915e+02
6.560227697615653719e-01,2.633543289032296002e+02,2.633575662412218321e+02,2.641051548275033269e+02,3.539470359297095570e+02,2.640412626287847502e+02
6.610305771643254502e-01,2.633543291968790072e+02,2.633575660113667709e+02,2.641051548389888808e+02,3.539470358020598155e+02,2.640412633331363850e+02
6.660383845670854175e-01,2.633543279222593014e+02,2.633575660194721877e+02,2.641051548186811146e+02,3.539470357030407399e+02,2.640412640117158958e+02
6.710461919698454958e-01,2.633543279186509949e+02,2.633575660195961632e+02,2.641051548301393836e+02,3.539470354658514566e+02,2.640412639540423925e+02
6.760539993726055741e-01,2.633543279180170771e+02,2.633575660194734951e+02,2.641051548423420172e+02,3.539470366085803334e+02,2.640412649071656688e+02
6.810618067753655414e-01,2.633543294531942820e+02,2.633575659124303456e+02,2.641051548537728308e+02,3.539470366036993028e+02,2.640412663011442760e+02
